benchmark\N	8	16	32	64	128	256	512	1024
mm_mul_simple_ijk	0.8916960803	2.498661881	2.571889888	2.414913831	2.06010341	1.344998554	1.292436695	0.4145267435
mm_mul_simple_jik	0.9045510223	1.593510301	2.057326547	2.432421185	2.084426997	1.27558079	1.248792575	0.7408099455
mm_mul_simple_ikj	0.8645533141	2.115815293	2.508642513	3.356789925	2.884864364	3.251869425	3.400520936	2.749803916
mm_mul_simple_jki	0.8053015687	1.833260182	2.21475335	1.687270802	0.6942167431	0.4244278473	0.4176069122	0.2091172368
mm_mul_simple_kij	0.7172207695	1.739664168	2.03921519	2.653583209	2.914792184	3.191406366	3.145602324	1.351743312
mm_mul_simple_kji	0.6170458928	1.027619874	2.330433777	1.870731272	0.7162480501	0.440972724	0.417220624	0.2181556663
