benchmark\N	16	32	64	128	256	512	1024
mm_mul_blocked_ikj	1.265225432	3.682065683	3.442347079	3.980664538	4.282512371	3.78668021	3.305691297
mm_mul_var_blocked_ikj	2.907172687	3.547305099	3.629657591	3.914654402	3.871209526	3.3398008	3.527180732
mm_mul_restricted_ikj	1.503827787	3.94950472	4.012384436	3.214931109	3.578864307	3.591554983	2.051624565
mm_mul_simple_ikj	1.663313213	2.679125397	2.389405611	3.081759434	3.255338306	3.136765288	2.653127711
