benchmark\N	512	1024	1536	2048	2560	3072	3584	4096	4608	5120
matrix_sum_rowwise	0.7471800185	0.8488179094	0.785798908	0.7626064815	0.7256933665	0.8437992004	0.8253895425	0.81639174	0.8109339457	0.7764207386
matrix_sum_colwise	0.3339143904	0.2644426746	0.2069036425	0.1174963205	0.09425442657	0.09489675705	0.09206178798	0.08215124348	0.06558571509	0.09349991944
